"No","Reg3","Prov4","City5","Nacor6","Dist7","Vill8","Hamlet9","Rcom10","Rnieg11","Shen12","Scso13","Snei14","Nain15","Datin16","Timst17","Timfh18","Resta19","Age20","Resta21","Sex22","Ethn23","Reli24","Edu25","Disf26","Disl27","Dism28","Diser29","Disv30","Disq31","Dist32","Disw33","Disff34","Disfir35","Tyhc36","Tyer37","Tyds38","Tylf39","Tycf40","Tywc41","Tym42","Tyls43","Tywf44","Tyep45","Tyfd46","Mefv47","Nufv48","Relfv49","Mefin50","Nuin51","Remin52","Peimp53","Toblo54","Perlos55","Tonblo56","Penblo57","Redes58","Renov59","Albac60","Reprec61","Livtem62","Tytem63","Dursty64","Fnores65","Typlas66","Dufsta67","Wrat68","NdisA69","Natlcy70","Leharn71","Decom72","Copred73","Lislop74","Reold75","Goprep76","Goprev77","Gomit78","Gores79","Gorec80","Ngprep81","Ngprev82","Ngmit83","Ngres84","Ngrec85","Paprep86","Paprev87","Parmit88","Pares89","Parec90","Efprep91","Efprev92","Efmit93","Efres94","Efrec95","Prepm96","Prevm97","Mitm98","Resm99","Recm100","Qdev101","Qplan102","Qbul103","Qplac104","Qcom105","Refin106","Sorfin107","Tofin108","Pefin109","Aqfin110","Rehel111","Cohel112","Fahel113","Quhel114","Refod115","Sofod116","Adfod117","Ecar118","Epro119","Efru120","Eveg121","Edai122","Ecoc123","Etea124","Espi125","Relod126","Sorlod127","Felad128","Owhos129","Tydwe130","Aniws131","Tras132","Staw133","Stabh134","Suven135","Yarcle136","Kitot137","Coslep138","Hsiz139","Torom140","Sorwat141","Safwat142","Dywat143","Locwat144","Timwat145","Distwat146","Msowat147","Swatop148","Dywtop149","Lowop150","Otwop151","Odiwop152","Hhtol153","Hhsew154","Rewat155","Purwat156","Swats157","Qalas158","Disgar159","Fodref160","Sofire161","Livcon162","Elecut163","Sorelc164","TV165","Comp166","Intnt167","Pint168","Kint169","Hphon170","Tphon171","HP172","Kushp173","HPus174","Tbyca175","Pbyca176","Trevcal177","Disvil178","Tcomm179","Dismar180","Tmar181","Ptrans182","Cuwork183","Duwork184","Hawork185","Typoc186","Workfa187","Swork188","Snwork189","Stywork190","Diswork191","Satwork192","Incom193","Insta194","Fstain195","Pstain196","Pconin197","Rmony198","Remony199","Tmon200","Tincomx201","Ternfod202","Ternfir203","Tpernf204","Sernf205","Thsup206","Thsupr207","Tphsup208","Shsup209","Tfsup210","Tfsupr211","Tpfsup212","Sfsup213","Tolis214","Tolis215","Toplis216","Stoplis217","Fborm218","Purbm219","Olivs220","Ocat221","Ogoat222","Ohors223","Opig224","Opol225","Ofish226","Oothr227","Tolivs228","Hstaliv229","Livpro230","Livdis231","Oveh232","Ocar233","Omotb234","Orowb235","Obicy236","Omotb237","Otract238","Owatv239","Oandc240","Totveh241","Hsoveh242","Wvehp243","Pvehdi244","Ohap245","Orad246","Otape247","Otelv248","Orefg249","Osew250","Ovcd251","Owhp252","Obatc253","Otelp254","Omobp255","Thap256","Howhap257","Whapro258","Phapd259","Ostol260","Osaw261","Oaxe262","Omach263","Ofork264","Oplow265","Ohoe266","Orak267","Tstol268","Hons269","Stolav270","Pstold271","Ojew272","Oring273","Owat274","Oear275","Oneck276","Obrac277","Oankl278","Tjew279","Hojew280","Wjepro281","Pjed282","Ohfur283","Ococh284","Otab285","Ochar286","Obed287","Odes288","Tohfur289","Hfurav290","Whfpro291","Profurdi292","Profuby293","Hcarhel294","Hmhel295","Hparhel296","Hlethel297","Plaberp298","Plasam299","Typla300","Ylipp301","Slipp302","Datrel303","Plarefg304","Tirel305","Ncure306","Disformv307","Fparc308","Fallt309","Ffitcom310","Ffitpre311","Hcom312","Hcomp313","Fsats314","Fsatspc315","Imidco316","Precoid317","Perkin318","Perspo319","Proadl320","Prokno321","Prorel322","Compre323","Getun324","Comhep325","Felmem326","Belcom327","Sayco328","Pegin329","Yfecon330","Gobon331","Vilhed332","Viof333","Vilcon334","LKMD335","Hamol336","Neigh337","Comsol338","Neigsol339","HHo340","HHmet341","RTmet342","RWmet343","Vilmet344","Kecmet345","LMD346","LKMD347","Volwor348","Copar349","Voimp350","Tpaef351","Relo352","Parel353","Paris354","Taris355","Aofic356","Asubn357","Aneig358","Avil359","Aciv360","Apkk361","Amar362","Afam363","Arel364","Afrin365","Aret366","Afarm367","Ayut368","Amot369","Tarsm370","Toars371","Arsev372","Fcbrig373","Rparf374","Rnled375","Oinb376","Pwtdo377","Acco378","Coflg379","Trup380","Sicul381","Pyhel382","Mhel383","Fhelp384","Sphel385","Smhel386","Comed387","Dismed388","Upse389","Uncon390","Fner391","Fcon392","Foway393","Focop394","Conim395","Ftop396","Ange397","Fdif398","Fbot399","Fneat400","Fconb401","Trobm402","Fdep403","Feffor404","Ffear405","Slepre406","Tales407","Flon408","Fsad409","Fcog410","Tnotw411","Asom412","Livdet413","Makpn414","Getwan415","Godab416","Fredep417","Hapen418","Lifconp419","Wipla420","Gtwan421","Gtplea422","Beled423","Predet424","Sotal425","Misfre426","Gensen427","Plerel428","Mispl429","Frelim430","Petrus431","Mispe432","Frejec433","Cancal434","Impor435","Imsteb436","Imfiv437"
"229","1","1","1","6","3","6","23","5","4","0","0","0","23",3,54,64,"2",23,"2","2","1","1",3,"2","2","2","2","1","2","2",2,"2","2","2","2","1","2","2","2","2","2","2","2","2","1",0,"0","2",1,"6",3,0,0,0,0,"1","2","1","1","2","2",0,"1","2",12,2,3,2,1,4,4,3,2,"1","1","2","1","1","2","2","2","2","2","1","2","3","3","2",5,5,5,5,5,"1","1","3","3","3",4,4,3,4,1,"2","1",7,18,4,"3","0",0,0,"3","0",0,"0","0","0","0","0","0","0","0","3","0",0,"1","1","1","2","2","1","1","2","2","2",1,3,"3","1",1,"1",0,0,"1","3",1,"1",0,0,"1","3","65","0","0",0,"2","3","12",4,"1","2","1","2","65","0","0","2",0,"1","0","0",0,"0",0,3,3,6,2,"9","1",1,"0","1","1","1","1","5",11,2,14,"tergtung","12","3","3","2","0",0,0,0,0,0,"0",0,0,0,"0",0,0,0,"0",0,0,0,"0","2","0","1","1","2","2","2","2","2","2",2,"1","0","2","1","2","2","2","1","2","2","2","2",1,"1","0","1","1","2","1","2","2","2","2","2","2","2","1",2,"1","0","1","1","2","2","2","2","2","1","1",2,"1","0","2","2","2","2","2","2","2","2",0,"2","1","2","1","2","1","1","1","2",2,"1","0","2",0,"1","1","2","2","33","1","1",5,25,14,"12",2,"29",0,"1",3,4,4,4,5,5,5,3,3,1,1,4,4,4,"4",3,3,3,3,3,3,2,1,"1","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2",10,2,2,4,4,3,4,3,4,2,3,3,2,2,"2","0","0",0,0,3,0,0,0,1,0,0,0,2,1,1,0,0,0,0,1,0,1,0,0,1,0,0,4,2,5,3,1,4,5,2,3,5,1,1,2,1,5,4,3,5,5,2,5,4,1,3,3,5
"230","1","1","1","6","3","6","23","5","4","0","0","0","23",3,72,87,"1",55,"2","1","1","1",1,"2","2","2","1","2","2","2",2,"2","2","1","2","2","2","2","2","2","2","2","2","2","1",0,"0","1",0,"0",2,15,17,14,20,"2","1","1","1","1","1",1,"2","0",0,1,1,2,3,3,3,2,2,"1","1","1","1","2","1","2","2","1","2","1","1","2","3","3",3,2,2,1,1,"1","1","3","3","3",3,3,3,3,2,"2","2",7,15,4,"3","0",0,0,"2","3",3,"2","2","2","2","2","2","2","2","3","0",0,"1","1","1","1","2","1","1","2","2","2",6,3,"3","1",1,"1",0,0,"1","3",1,"1",0,0,"4","3","65","0","0",0,"1","2","3",3,"1","2","1","2","1","2","4","2",0,"2","8","1",3,"1",22,3,9,6,1,"3","1",1,"0","12","3","1","1","10",25,2,16,"1","8","1","1","2","0",0,0,0,0,0,"0",0,0,0,"0",0,0,0,"0",0,0,0,"0","1","37","1","1","2","2","2","2","2","1",1,"1","0","2","1","2","2","1","1","2","2","2","2",1,"1","0","2","1","2","1","2","2","2","2","2","2","2","1",1,"1","0","1","1","2","1","2","2","2","1","2",3,"1","0","2","1","2","2","1","2","2","2",1,"1","0","2","1","2","1","1","1","2",2,"1","0","2",0,"1","1","2","1","33","1","1",11,48,6,"12",2,"29",0,"1",3,4,5,5,5,5,5,3,3,1,1,3,3,3,"4",3,3,3,3,3,3,3,3,"1","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","1","1","1","1","1","1","2","0","2","2","2","2","2","2","2","2","2","2","2","2","2","2",0,0,0,3,4,3,2,4,4,3,3,3,3,2,"2","0","0",0,0,2,3,0,0,2,0,0,0,0,1,1,0,2,0,0,0,2,4,0,0,0,2,0,0,2,4,4,3,3,3,5,3,3,5,2,2,4,2,5,5,4,5,2,4,5,5,2,2,2
"231","1","1","1","6","3","6","24","5","4","0","0","0","24",1,62,72,"2",31,"2","2","1","1",3,"2","2","2","1","2","2","2",2,"2","2","1","2","2","2","2","2","2","2","2","2","2","1",0,"0","1",0,"0",2,15,17,14,20,"2","1","1","1","2","0",0,"2","0",0,1,1,2,3,3,3,2,2,"1","1","1","1","2","1","3","2","1","2","1","1","2","3","3",3,2,2,1,1,"1","1","3","3","3",3,4,4,4,3,"3","0",0,0,0,"3","3",0,4,"3","0",0,"0","0","0","0","0","0","0","0","3","0",0,"1","5","2","2","2","1","1","2","2","2",16,4,"3","1",1,"2",3,4,"1","3",1,"2",5,7,"1","3","3","0","0",0,"2","2","2",2,"1","2","1","2","2","0","0","2",0,"2","8","3",3,"1",25,4,20,4,2,"3","2",3,"2","4","2","1","1","3",15,2,9,"2","24","8","2","2","0",0,0,0,0,0,"0",0,0,0,"0",0,0,0,"0",0,0,0,"0","2","0","1","2","2","2","2","2","2","2",2,"1","0","2","1","2","2","2","2","1","2","1","1",2,"1","0","2","1","1","2","1","2","2","2","1","1","2","2",4,"1","0","2","2","2","2","2","2","2","2","2",0,"2","1","2","2","1","2","1","2","2","2",0,"2","1","2","1","2","1","1","1","1",2,"1","0","2",0,"1","1","2","2","34","2","1",5,37,6,"12",2,"30",4,"1",3,4,4,5,5,5,5,3,3,1,1,3,3,3,"4",3,3,3,3,3,3,2,3,"1","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","1","1","1","1","1","1","2","0","2","2","2","2","2","2","2","2","2","2","2","2","2","2",0,0,0,4,4,3,3,5,3,3,3,4,3,2,"2","0","0",0,0,3,0,0,0,3,1,2,2,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,3,2,3,1,2,1,3,2,3,2,3,2,4,4,2,4,4,4,4,4,2,3,4
"232","1","1","1","6","3","6","24","5","4","0","0","0","24",1,74,84,"2",36,"2","2","1","1",1,"2","2","2","1","1","2","2",2,"2","2","2","2","2","1","1","2","2","2","2","2","2","1",0,"0","1",0,"0",2,0,0,0,0,"1","2","1","1","2","0",0,"2","0",0,1,1,1,2,2,2,4,3,"2","2","2","2","1","3","3","3","3","3","1","1","2","2","2",3,5,2,2,1,"1","1","1","1","1",4,3,3,3,3,"2","6",0,0,0,"2","2",3,4,"2","6",5,"2","2","2","1","2","2","2","2","3","0",0,"1","1","2","2","2","2","1","1","2","2",1,2,"3","1",1,"1",0,0,"1","3",1,"1",0,0,"1","4","2","2","2",3,"1","2","3",4,"1","2","1","2","2","0","0","2",0,"2","8","3",4,"1",19,4,20,8,1,"3","2",3,"1","6","1","1","1","5",15,3,21,"2","22","1","1","2","0",0,0,0,0,0,"0",0,0,0,"0",0,0,0,"0",0,0,0,"0","2","0","1","2","2","2","2","2","2","2",2,"1","0","2","1","2","2","2","2","1","2","2","2",2,"1","0","1","1","2","2","1","2","2","2","2","2","2","2",2,"1","0","2","2","2","2","2","2","2","2","2",0,"2","1","2","2","2","2","2","2","2","2",0,"2","1","2","1","2","1","1","1","1",2,"1","0","2",0,"2","0","2","2","34","2","2",6,40,6,"11",2,"30",4,"1",3,4,4,5,4,4,5,5,4,1,1,1,1,1,"4",2,2,1,2,2,2,2,2,"3","3","2","2","3","3","3","3","3","1","1","1","1","2","2","2","1","2","2","1","2","1","1","51","2","2","2","2","1","2","2","2","2","2","2","2","2","2",10,5,8,5,5,3,4,5,4,4,2,4,5,2,"2","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,1,2,1,3,2,1,2,3,2,4,4,2,4,4,4,4,2,3,4,4
"233","1","1","1","6","3","6","24","4","4","0","0","0","24",1,82,94,"2",43,"2","2","1","1",1,"2","2","2","1","1","2","2",2,"2","2","1","2","2","2","2","2","2","2","2","2","2","1",0,"0","1",0,"0",2,15,24,14,23,"2","1","1","1","2","0",0,"3","0",0,1,2,2,3,3,3,3,2,"3","3","3","3","3","2","2","2","2","1","2","2","2","2","1",5,5,5,5,5,"1","1","1","1","1",2,3,3,3,3,"3","0",0,0,0,"3","3",0,0,"3","0",0,"0","0","0","0","0","0","0","0","3","0",0,"1","5","2","2","2","1","1","1","1","2",5,3,"3","1",1,"1",3,0,"1","3",1,"1",0,1,"3","3","65","0","0",0,"1","2","2",1,"2","1","2","2","65","0","0","1",2,"2","8","3",3,"1",25,4,20,4,2,"3","1",1,"0","4","2","1","1","3",3,4,14,"1","24","1","1","2","0",0,0,0,0,0,"0",0,0,0,"0",0,0,0,"0",0,0,0,"0","2","0","1","2","2","2","2","2","2","2",2,"1","0","2","1","2","2","2","2","1","2","2","2",1,"1","0","2","1","2","1","1","2","2","2","2","2","1","2",1,"1","0","2","2","2","2","2","2","2","2","2",0,"2","1","2","2","2","2","2","2","2","2",0,"2","1","2","1","2","1","1","1","1",2,"1","0","2",0,"1","1","2","2","35","1","1",4,45,6,"12",2,"30",0,"1",3,5,4,4,4,4,5,4,4,1,1,1,1,1,"4",2,2,2,2,2,2,2,1,"2","3","3","3","3","3","3","3","3","3","1","1","1","1","2","2","2","3","2","2","2","1","1","68","2","2","2","2","2","2","2","2","2","2","2","1","2","2",10,10,13,4,4,3,5,5,5,4,5,5,2,2,"2","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,2,3,2,3,3,4,4,3,2,2,3,2,2,2,3,3,3,2,2,3,3
"234","1","1","1","6","3","6","24","4","4","0","0","0","24",2,2,3,"2",53,"2","2","1","1",3,"2","2","2","1","1","2","2",2,"2","2","2","2","2","1","1","2","2","2","2","2","2","1",0,"0","1",0,"0",1,0,0,0,0,"1","2","1","1","2","0",0,"2","0",0,1,1,1,1,2,3,4,5,"2","2","2","2","1","1","1","2","1","1","2","2","2","2","2",5,5,2,2,4,"1","1","3","3","2",3,3,3,3,3,"2","6",0,0,0,"2","2",3,4,"2","6",4,"2","2","2","2","1","2","2","2","3","0",0,"1","5","2","2","2","2","1","1","2","2",5,3,"3","1",1,"1",0,0,"1","1",1,"1",0,0,"3","3","65","0","0",0,"1","2","2",1,"2","1","2","2","65","0","0","1",2,"2","8","3",2,"1",10,4,20,4,1,"3","2",2,"1","6","2","1","1","4",15,3,9,"2","22","1","1","2","0",0,0,0,0,0,"0",0,0,0,"0",0,0,0,"0",0,0,0,"0","2","0","1","2","2","2","2","1","2","2",8,"1","0","2","1","2","2","2","2","1","2","2","2",1,"1","0","2","1","2","2","1","1","2","2","2","2","1","2",2,"1","0","2","1","1","2","2","2","2","2","2",1,"1","0","2","1","1","2","2","2","2","2",1,"1","0","2","1","2","1","1","1","1",2,"1","0","2",0,"1","1","2","2","35","1","1",1,52,6,"1",2,"30",0,"1",4,4,5,5,4,4,5,4,5,1,1,2,2,2,"4",3,3,3,2,2,1,1,2,"2","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","2","1","1","2","0","2","2","2","2","2","2","2","2","2","2","2","2","2","2",0,0,0,4,4,2,5,5,5,3,5,5,2,2,"2","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,3,1,2,1,1,2,1,2,3,2,4,4,2,4,4,4,4,4,3,4,4
"235","1","1","1","6","3","6","24","5","4","0","0","0","24",2,8,18,"1",41,"2","1","1","1",3,"2","2","2","1","1","2","2",2,"2","2","2","2","2","1","1","2","2","2","2","2","2","1",0,"0","1",0,"0",1,0,0,0,0,"1","2","1","1","2","0",0,"2","0",0,5,1,1,2,1,2,67,2,"2","2","2","2","1","3","3","3","3","3","2","2","2","2","2",5,5,2,2,4,"1","1","3","3","2",3,3,3,3,2,"2","6",0,0,0,"2","2",3,4,"2","6",4,"2","2","2","2","1","2","2","2","3","0",0,"1","1","2","2","2","2","1","1","1","2",5,3,"3","1",1,"1",0,0,"1","3",1,"2",3,5,"1","3","65","0","0",0,"2","1","2",2,"1","2","1","2","1","2","8","2",0,"2","26","4",3,"1",19,4,4,6,1,"13","1",1,"0","2","2","1","1","1",11,3,28,"1","12","16","3","2","0",0,1,0,0,0,"0",0,0,0,"0",0,0,0,"0",0,0,0,"0","2","0","1","2","2","2","2","2","2","2",1,"1","0","2","1","2","2","2","2","1","2","2","2",1,"1","0","2","1","2","1","1","2","2","2","2","2","2","2",1,"1","0","2","2","2","2","2","2","2","2","2",0,"2","1","2","2","2","2","2","2","2","2",0,"2","1","2","1","2","1","1","1","1",2,"1","0","2",0,"1","1","2","2","35","1","1",42,5,6,"11",2,"30",0,"1",3,5,4,4,4,4,4,4,4,1,1,1,1,1,"4",2,2,2,2,2,2,2,2,"3","3","3","3","3","3","3","3","3","1","1","1","1","2","2","2","3","3","2","1","2","1","2","0","2","2","2","2","2","2","2","2","2","2","2","1","2","2",0,0,0,4,4,2,4,4,4,3,3,4,5,2,"2","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,6,1,4,2,3,2,5,3,5,1,1,3,1,4,5,3,4,2,3,5,4,3,3,3,4
"236","1","1","1","6","3","6","24","5","4","0","0","0","24",2,26,33,"2",37,"2","2","1","1",5,"2","2","2","2","1","2","2",2,"2","2","2","2","1","2","2","1","2","2","2","2","2","1",0,"0","1",0,"0",2,0,0,0,0,"1","2","1","1","2","0",0,"2","0",0,2,4,1,2,4,3,4,2,"1","1","3","1","1","2","2","2","2","1","2","2","2","2","1",5,5,5,5,4,"1","1","1","1","1",3,3,3,4,3,"3","0",0,0,0,"3","0",0,0,"3","0",0,"0","0","0","0","0","0","0","0","3","0",0,"1","1","2","2","2","1","1","1","2","2",5,2,"3","1",1,"1",0,0,"1","1",1,"1",0,0,"1","3","65","0","0",0,"2","1","2",3,"1","2","1","1","2","0","0","1",3,"2","6","2",4,"1",15,4,2,6,3,"3","1",1,"0","6","1","1","1","5",22,2,25,"1","12","1","1","2","0",0,0,0,0,0,"0",0,0,0,"0",0,0,0,"0",0,0,0,"0","2","0","1","1","2","2","2","1","2","2",1,"1","0","2","1","2","1","2","2","1","2","2","2",2,"1","0","2","1","2","1","2","2","1","1","2","2","1","1",1,"1","0","2","1","2","2","1","1","2","2","1",1,"1","0","1","1","1","2","2","1","2","1",2,"2","0","2","1","1","1","1","1","1",1,"1","0","2",0,"1","1","2","2","35","1","1",5,41,6,"1",2,"30",0,"1",4,4,5,5,5,5,5,4,4,2,2,3,3,3,"4",3,3,3,2,2,1,1,1,"3","3","9","9","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","1","1","1","1","53","2","2","2","2","2","1","2","2","2","2","2","2","2","2",10,1,1,3,4,2,3,4,3,3,4,3,4,3,"2","0","0",0,0,2,2,2,3,1,2,1,2,2,0,2,0,0,0,3,5,2,0,0,0,4,0,1,0,0,2,4,2,3,4,2,2,3,3,3,2,3,2,4,4,3,4,4,3,4,1,4,4,5
"237","1","1","1","6","3","6","24","5","4","0","0","0","24",2,41,53,"2",44,"2","2","1","1",1,"2","2","2","1","1","1","2",2,"2","2","2","2","1","2","2","2","2","2","2","2","2","1",0,"0","1",0,"0",1,0,0,0,0,"1","2","1","1","2","0",0,"2","0",0,2,5,1,1,1,4,4,2,"1","2","2","1","1","2","2","2","2","1","2","2","2","2","2",5,5,5,5,4,"1","1","1","1","1",3,3,2,4,3,"3","0",0,0,0,"3","0",0,0,"3","0",0,"0","0","0","0","0","0","0","0","3","0",0,"1","1","2","2","2","2","1","1","1","2",5,2,"3","1",1,"1",0,0,"1","3",1,"1",0,0,"3","3","65","8","4",2,"2","2","2",2,"1","2","1","2","2","0","0","2",0,"2","8","3",3,"1",26,4,14,4,2,"3","2",3,"1","2","1","1","1","5",15,2,23,"2","12","1","1","2","0",0,0,0,0,0,"0",0,0,0,"0",0,0,0,"0",0,0,0,"0","2","0","1","2","2","2","2","2","2","2",2,"1","0","2","1","1","2","2","2","1","2","2","2",3,"1","0","2","1","1","1","1","1","2","2","2","2","2","2",4,"1","0","2","1","1","1","1","2","2","1","1",5,"1","0","2","1","1","1","1","1","1","1",6,"1","0","2","1","1","1","1","1","1",1,"1","0","2",0,"2","0","2","2","35","1","1",6,48,6,"1",2,"30",0,"1",2,4,3,3,3,4,4,3,4,3,3,3,3,4,"5",2,3,2,3,3,3,2,2,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","3","2","1","1","1","1","10","2","1","2","2","2","1","2","2","2","2","2","2","2","2",10,2,2,4,4,2,3,3,4,4,4,4,4,2,"2","0","0",0,0,2,0,0,0,1,1,1,1,0,0,1,1,0,0,3,0,1,0,0,0,0,0,0,0,0,1,3,2,3,1,3,1,3,2,1,2,3,4,4,3,2,4,4,4,4,2,3,4,4
"238","1","1","1","6","3","6","24","5","4","0","0","0","24",3,38,43,"1",58,"2","1","1","1",1,"2","2","2","1","1","2","2",2,"2","2","2","2","2","1","1","2","2","2","2","2","2","1",0,"0","1",0,"0",1,0,0,0,0,"1","2","1","1","2","0",0,"2","0",0,1,1,3,3,3,3,4,3,"2","2","2","2","1","3","3","3","3","3","3","3","3","3","3",5,5,5,5,5,"3","3","3","3","3",3,3,3,3,3,"2","6",0,0,0,"3","0",0,0,"2","6",5,"2","2","2","2","1","2","2","2","3","0",0,"1","5","2","2","2","2","1","1","2","2",5,2,"3","1",1,"1",0,0,"1","3",1,"1",0,0,"1","3","65","0","0",0,"2","3","12",4,"1","2","1","2","65","0","0","1",3,"1","0","0",0,"0",0,4,3,4,2,"1","1",1,"0","6","1","1","1","5",15,3,16,"2","22","9","1","2","0",0,0,0,0,0,"0",0,0,0,"0",0,0,0,"0",0,0,0,"0","2","0","1","2","2","2","2","2","2","2",2,"1","0","2","1","2","2","2","2","1","1","1","2",2,"1","0","1","1","2","2","2","2","2","2","2","1","1","1",2,"1","0","2","2","2","2","2","2","2","2","2",0,"2","1","2","2","2","2","2","2","2","2",0,"2","1","2","1","2","1","1","1","1",2,"1","0","2",0,"1","1","2","2","35","1","1",57,3,6,"11",2,"30",0,"1",3,4,4,5,4,4,5,5,5,1,1,1,1,1,"4",2,2,1,2,2,2,2,2,"3","3","2","2","3","3","3","3","3","1","1","1","2","2","2","2","3","2","2","1","2","1","1","67","2","2","2","2","2","2","2","2","2","2","1","1","2","2",10,10,13,5,5,3,5,4,4,2,4,5,2,2,"2","0","0",0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,3,3,2,3,3,4,2,3,3,3,2,5,5,3,4,4,3,5,5,3,2,2,2
"239","1","1","1","6","3","6","24","5","4","0","0","0","24",3,49,62,"1",60,"5","1","1","1",4,"2","2","2","1","1","2","2",2,"2","2","2","2","1","2","2","2","2","2","2","2","2","1",0,"0","2",2,"7",4,15,24,0,0,"3","2","1","1","2","0",0,"2","0",0,4,4,3,2,2,2,2,1,"3","3","3","3","3","2","2","2","2","1","2","2","2","2","1",5,5,5,5,4,"1","1","1","1","1",3,4,4,4,2,"3","2",0,0,0,"3","0",0,0,"3","0",0,"0","0","0","0","0","0","0","0","3","0",0,"1","1","2","2","2","2","1","1","2","2",5,2,"3","1",1,"1",0,0,"3","1",1,"1",1,1,"1","3","65","0","0",0,"2","2","2",3,"1","2","1","2","65","0","0","2",0,"2","6","3",3,"3",8,4,20,8,2,"3","2",9,"2","6","1","1","1","5",7,3,21,"1","22","1","2","2","0",0,0,0,0,0,"0",0,0,0,"0",0,0,0,"0",0,0,0,"0","2","0","1","2","2","2","2","2","2","2",2,"1","0","2","2","2","2","2","2","2","2","2","2",0,"2","1","2","1","1","2","1","2","2","2","2","2","2","2",2,"1","0","2","1","2","2","1","2","2","2","2",1,"1","0","2","1","2","2","2","2","1","2",2,"1","0","2","1","1","1","1","1","2",2,"1","0","2",0,"2","0","2","3","35","1","1",59,0,6,"12",2,"30",0,"1",4,4,5,5,4,4,4,3,4,1,2,3,3,3,"4",3,3,2,1,2,1,2,2,"3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","1","1","1","2","0","2","2","2","2","2","2","2","2","2","2","2","2","2","2",0,0,0,5,3,3,3,3,3,3,4,3,3,2,"2","0","0",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,0,3,4,3,3,3,2,3,4,2,2,3,3,3,4,2,2,3,2,2,3,3,4,4,4,5
"240","1","1","1","6","3","6","24","4","4","0","0","0","24",3,72,86,"1",18,"5","1","1","1",3,"2","2","2","1","1","2","2",2,"2","2","2","2","1","1","1","2","2","2","2","2","2","1",0,"0","1",0,"0",4,27,11,0,0,"1","2","1","1","2","0",0,"2","0",0,3,2,3,2,2,4,4,4,"2","2","2","1","2","1","1","1","1","1","1","1","1","1","1",1,1,1,1,1,"3","3","1","1","1",3,3,3,3,3,"3","0",0,0,0,"3","0",0,0,"3","0",0,"0","0","0","0","0","0","0","0","3","0",0,"1","1","1","2","2","2","1","1","1","2",5,3,"3","1",1,"1",0,0,"1","3",1,"1",1,1,"1","3","65","0","0",0,"2","2","2",3,"2","2","1","2","65","0","0","2",0,"2","2","2",3,"2",15,4,20,4,2,"3","2",3,"2","6","1","1","1","5",8,2,21,"","22","1","1","2","0",0,0,0,0,0,"0",0,0,0,"0",0,0,0,"0",0,0,0,"0","2","0","1","2","2","2","2","1","2","2",1,"1","0","2","1","2","2","2","2","1","2","2","2",1,"1","0","2","1","1","1","1","1","2","2","2","2","2","2",4,"1","0","2","1","1","1","1","1","2","2","2",4,"1","0","2","2","2","2","2","2","2","2",0,"2","1","2","1","1","1","1","1","1",1,"1","0","2",0,"2","0","2","2","35","1","1",20,0,6,"1",2,"30",0,"1",3,3,3,3,2,3,3,3,3,3,3,3,3,5,"2",2,3,2,3,3,3,3,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","3","2","1","1","1","1","6","2","1","2","2","2","2","2","2","2","2","2","2","2","2",10,2,2,4,3,3,2,3,4,3,3,3,3,3,"1","30","0",2,0,2,3,3,2,2,3,2,1,2,2,1,4,2,2,0,1,0,1,0,5,1,0,0,1,2,1,2,3,3,3,4,2,2,3,3,3,1,4,4,3,4,4,4,4,4,2,3,3,4
